Timestamp,Vibration (Hz)
2024-04-03 01:30:00,36.95255937358269
2024-04-03 01:55:00,23.691131142297454
2024-04-03 02:00:00,47.78582205295346
2024-04-03 02:45:00,29.587204081430542
2024-04-03 03:10:00,31.93509876506471
2024-04-03 03:25:00,26.326571362228158
2024-04-03 03:45:00,42.62794920041068
2024-04-03 04:35:00,27.21196738680521
2024-04-03 05:50:00,35.50095155678803
2024-04-03 06:20:00,46.77674682459424
2024-04-03 06:45:00,26.14040327171852
2024-04-03 07:00:00,29.946940972015813
2024-04-03 07:05:00,45.65090604859805
2024-04-03 07:10:00,26.21227427632565
2024-04-03 07:15:00,33.13270502192645
2024-04-03 07:35:00,32.28236215451055
2024-04-03 07:50:00,29.96573099346814
2024-04-03 08:15:00,31.83187290949278
2024-04-03 08:25:00,28.47417279110011
2024-04-03 08:40:00,28.977816570977048
2024-04-03 09:10:00,49.19234488916999
2024-04-03 09:30:00,28.259060063610214
2024-04-03 09:50:00,26.72880449855135
2024-04-03 10:20:00,29.758854020690933
2024-04-03 11:40:00,43.41895152276672
2024-04-03 12:30:00,35.41563392620303
2024-04-03 12:35:00,24.193855414694227
2024-04-03 12:40:00,31.078423106466232
2024-04-03 12:45:00,34.74286916455243
2024-04-03 12:55:00,36.35048171115294
2024-04-03 13:10:00,30.734505740073494
2024-04-03 13:25:00,45.85072711362036
2024-04-03 13:35:00,44.212127116001085
2024-04-03 14:00:00,45.69611671243781
2024-04-03 14:10:00,41.81170284846171
2024-04-03 14:15:00,36.862183832077136
2024-04-03 14:45:00,42.03331796226775
2024-04-03 14:55:00,20.75580241877688
2024-04-03 15:00:00,45.16991983154033
2024-04-03 15:10:00,41.11099338887153
2024-04-03 15:35:00,26.014977223962486
2024-04-03 15:40:00,36.39290948233542
2024-04-03 16:25:00,31.8966104596989
2024-04-03 16:50:00,27.835685769909837
2024-04-03 16:55:00,46.142421025725625
2024-04-03 18:10:00,38.63877347148831
2024-04-03 18:15:00,32.42943297617791
2024-04-03 18:25:00,32.13582156721609
2024-04-03 18:40:00,28.57274973778118
2024-04-03 18:45:00,32.98300638797788
2024-04-03 19:15:00,39.252031918956746
2024-04-03 19:30:00,24.0956048943266
2024-04-03 19:40:00,31.60395151217559
2024-04-03 20:05:00,32.939737170428444
2024-04-03 20:10:00,28.504615708638106
2024-04-03 20:35:00,32.10803007084774
2024-04-03 20:50:00,36.01776881191033
2024-04-03 21:10:00,31.45073287454869
2024-04-03 21:20:00,28.05601268202821
2024-04-03 21:55:00,48.54269662536698
2024-04-03 22:05:00,29.192785748825862
2024-04-03 22:15:00,38.70946334870799
2024-04-03 22:35:00,48.95046108363415
2024-04-03 22:40:00,27.52679137073308
2024-04-03 23:30:00,24.644858377931595
2024-04-03 23:40:00,35.499668149723725
2024-04-04 00:15:00,34.489000006555365
2024-04-04 00:20:00,34.05787784117227
2024-04-04 00:55:00,40.17381494075087
2024-04-04 01:10:00,20.24959826681576
2024-04-04 01:30:00,47.436459915456766
2024-04-04 01:50:00,31.643864339509427
2024-04-04 02:05:00,35.25233999967209
2024-04-04 02:55:00,36.9885773676829
2024-04-04 03:00:00,33.99946074562208
2024-04-04 03:05:00,27.42679310839659
2024-04-04 03:40:00,48.54472130530362
2024-04-04 04:00:00,47.98131524398284
2024-04-04 04:20:00,42.28644481003817
2024-04-04 04:55:00,36.14995829767141
2024-04-04 05:20:00,43.62161080256999
2024-04-04 05:50:00,33.27636544444237
2024-04-04 07:10:00,39.65521143573014
2024-04-04 07:50:00,44.423770567734856
2024-04-04 08:05:00,24.316972454838773
2024-04-04 08:20:00,35.45016979129169
2024-04-04 08:30:00,36.509980294286336
2024-04-04 08:45:00,39.05109285401202
2024-04-04 09:30:00,23.077038877507693
2024-04-04 09:50:00,25.81589203810678
2024-04-04 10:30:00,44.51092065820161
2024-04-04 11:30:00,22.506630125320694
2024-04-04 11:55:00,30.62813981651647
2024-04-04 12:35:00,34.99669975572701
2024-04-04 12:40:00,26.58661769689406
2024-04-04 13:15:00,40.89289421108322
2024-04-04 13:20:00,41.06438288545488
2024-04-04 14:20:00,40.76220941073107
2024-04-04 15:00:00,30.11944335063139
2024-04-04 15:45:00,36.06969798042736
2024-04-04 16:00:00,33.91080410798827
2024-04-04 16:20:00,33.538823390877646
2024-04-04 16:30:00,45.64922058684423
2024-04-04 16:50:00,31.634782697507937
2024-04-04 17:05:00,26.10418227492788
2024-04-04 17:15:00,46.32051359398516
2024-04-04 17:25:00,36.2528289280269
2024-04-04 17:30:00,36.80191385098473
2024-04-04 17:35:00,21.99694183742669
2024-04-04 17:45:00,22.22316267724601
2024-04-04 18:05:00,49.91547061708852
2024-04-04 18:25:00,30.51561602858485
2024-04-04 18:40:00,31.0872259828032
2024-04-04 19:25:00,32.33403630827889
2024-04-04 19:55:00,37.51140763194092
2024-04-04 21:00:00,47.24685466100969
2024-04-04 21:20:00,28.469659682702996
2024-04-04 21:40:00,34.21763660348308
2024-04-04 22:30:00,25.63761142445969
2024-04-04 22:40:00,34.34565034046616
2024-04-04 22:45:00,34.409725408681794
2024-04-05 00:30:00,32.53365936615057
2024-04-05 00:35:00,40.96846485462157
2024-04-05 00:55:00,27.78729347825148
2024-04-05 01:05:00,46.37557317803743
2024-04-05 01:10:00,34.287661171176616
2024-04-05 01:15:00,36.638267559425
2024-04-05 02:35:00,36.476665034972896
2024-04-05 02:45:00,34.22653189801088
2024-04-05 02:50:00,45.74069813021688
2024-04-05 02:55:00,49.928848922064695
2024-04-05 03:10:00,32.335745539837575
2024-04-05 04:35:00,38.738421443435946
2024-04-05 04:50:00,37.428511396645376
2024-04-05 04:55:00,49.72037471197297
2024-04-05 05:00:00,40.076187811220606
2024-04-05 06:00:00,49.43353723603807
2024-04-05 06:35:00,40.24358906502232
2024-04-05 06:40:00,32.180340695427375
2024-04-05 06:50:00,48.25075959974092
2024-04-05 07:10:00,33.01066733890265
2024-04-05 07:25:00,24.68619706059866
2024-04-05 07:35:00,37.97906348418313
2024-04-05 07:45:00,41.1541743671169
2024-04-05 07:55:00,40.03281774809459
2024-04-05 08:10:00,28.50441726745386
2024-04-05 09:05:00,37.17821698646067
2024-04-05 09:15:00,47.63922536638927
2024-04-05 09:20:00,37.49572412831293
2024-04-05 09:45:00,32.700054324595925
2024-04-05 09:50:00,22.53696134291713
2024-04-05 10:40:00,28.59558646781369
2024-04-05 11:00:00,46.92097597372796
2024-04-05 11:05:00,38.67891600795974
2024-04-05 12:20:00,26.88097331113017
2024-04-05 12:25:00,34.07321633142736
2024-04-05 12:45:00,24.418266906562728
2024-04-05 13:10:00,28.351054449879697
2024-04-05 13:20:00,29.787617541234404
2024-04-05 14:20:00,45.939767655744205
2024-04-05 14:40:00,29.07258533835609
2024-04-05 16:05:00,29.722674142560614
2024-04-05 16:15:00,40.01637011582543
2024-04-05 16:35:00,36.14068116091709
2024-04-05 16:55:00,33.865378921992274
2024-04-05 17:05:00,34.68177612219766
2024-04-05 17:10:00,42.249243555081264
2024-04-05 17:25:00,29.796302399728624
2024-04-05 17:40:00,32.20414402855171
2024-04-05 17:45:00,29.84699317035018
2024-04-05 19:20:00,26.56129400970749
2024-04-05 19:40:00,47.81371345593348
2024-04-05 19:45:00,30.84946229880906
2024-04-05 20:00:00,31.23644730138744
2024-04-05 20:05:00,43.93196790044642
2024-04-05 20:20:00,36.70354732784564
2024-04-05 20:40:00,40.182938432374
2024-04-05 21:05:00,27.897420395540337
2024-04-05 21:25:00,38.191094012969785
2024-04-05 22:10:00,28.74382740481381
2024-04-05 22:15:00,26.226228086171105
2024-04-05 22:40:00,42.81726927365847
2024-04-05 23:30:00,32.195422120909214
2024-04-05 23:40:00,30.21234668342779
2024-04-06 00:40:00,20.749149863511487
2024-04-06 00:50:00,33.5989281002586
2024-04-06 01:00:00,41.73794860542887
2024-04-06 01:40:00,42.52308947633167
2024-04-06 02:30:00,31.49212673298998
2024-04-06 02:40:00,34.02274626024772
2024-04-06 02:45:00,27.03276800034544
2024-04-06 02:50:00,30.35251236539701
2024-04-06 03:05:00,40.0360372010244
2024-04-06 03:40:00,48.41484388700744
2024-04-06 04:05:00,48.90080961338114
2024-04-06 04:25:00,38.680686228493926
2024-04-06 05:20:00,32.42918938809718
2024-04-06 05:35:00,22.77081584334136
2024-04-06 05:55:00,40.47701811197458
2024-04-06 06:00:00,33.40143581775561
